,title,artist,top_genre,year,added,bpm,nrgy,dB,live,val,dur,acous,spch,pop
1492,The Sun,Maroon 5,pop,2002,2024‑02‑01,80,73,-6,3,56,252,5,5,54
1493,Feelings,Maroon 5,pop,2014,2024‑02‑01,122,73,-5,6,75,195,0,7,57
1494,Memories - Dillon Francis Remix,Maroon 5,pop,2019,2024‑02‑01,100,82,-5,36,69,163,7,4,54
1495,Must Get Out,Maroon 5,pop,2002,2024‑02‑01,97,53,-7,34,32,239,5,3,54
1496,Misery - Acoustic Version,Maroon 5,pop,2010,2024‑02‑01,97,59,-8,11,42,226,24,4,18
1497,It Was Always You,Maroon 5,pop,2014,2024‑02‑01,104,77,-7,9,30,240,8,4,59
1498,Better That We Break,Maroon 5,pop,2007,2024‑02‑01,80,61,-3,13,38,186,31,3,53
1499,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5,pop,2021,2024‑02‑01,91,40,-7,8,70,189,86,5,58
1500,Three Little Birds,Maroon 5,pop,2018,2024‑02‑01,156,65,-8,15,55,201,4,8,55
1501,Just A Feeling,Maroon 5,pop,2010,2024‑02‑01,150,62,-5,11,30,227,14,3,36
1502,Lips On You,Maroon 5,pop,2018,2024‑02‑01,103,56,-7,9,11,217,14,3,57
1503,Lovesick,Maroon 5,pop,2021,2024‑02‑01,123,70,-6,11,43,185,0,3,57
1504,Goodnight Goodnight,Maroon 5,pop,2007,2024‑02‑01,95,68,-4,18,24,243,3,3,57
1505,Beautiful Goodbye,Maroon 5,pop,2012,2024‑02‑01,168,58,-3,10,40,255,0,3,37
1506,Wait,Maroon 5,pop,2018,2024‑02‑01,126,60,-5,11,45,191,10,6,63
1507,This Love - Acoustic,Maroon 5,pop,2004,2024‑02‑01,91,62,-9,38,67,255,50,6,57
1508,Nothing Lasts Forever,Maroon 5,pop,2007,2024‑02‑01,96,76,-5,9,56,188,35,3,57
1509,Lucky Strike,Maroon 5,pop,2012,2024‑02‑01,144,74,-5,11,43,185,0,4,36
1510,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,pop,2018,2024‑02‑01,100,61,-6,10,42,214,34,7,73
1511,Lifestyle (feat. Adam Levine),Jason Derulo,dance pop,2021,2024‑02‑01,123,67,-5,17,71,154,2,4,64
1512,Middle Ground,Maroon 5,pop,2023,2024‑02‑01,150,49,-6,6,28,220,59,3,62
1513,Love Somebody,Maroon 5,pop,2012,2024‑02‑01,120,79,-6,12,42,230,13,4,39
1514,Cold (feat. Future),Maroon 5,pop,2018,2024‑02‑01,100,72,-6,5,41,234,14,11,76
1515,Nobody's Love,Maroon 5,pop,2021,2024‑02‑01,94,57,-6,9,16,211,32,4,65
1516,Harder To Breathe,Maroon 5,pop,2002,2024‑02‑01,150,91,-5,5,97,174,5,4,67
1517,Misery,Maroon 5,pop,2010,2024‑02‑01,103,81,-5,22,73,216,0,4,40
1518,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,pop,2018,2024‑02‑01,125,54,-7,13,45,236,57,5,76
1519,Makes Me Wonder,Maroon 5,pop,2007,2024‑02‑01,114,85,-2,6,88,211,0,4,66
1520,Sunday Morning - Acoustic,Maroon 5,pop,2004,2024‑02‑01,83,67,-9,71,76,255,57,8,65
1521,Lost,Maroon 5,pop,2021,2024‑02‑01,143,71,-7,6,77,173,22,16,70
1522,What Lovers Do (feat. SZA),Maroon 5,pop,2018,2024‑02‑01,110,60,-5,10,42,200,8,6,75
1523,Won't Go Home Without You,Maroon 5,pop,2007,2024‑02‑01,110,62,-4,10,41,231,1,3,74
1524,Sunday Morning,Maroon 5,pop,2002,2024‑02‑01,88,77,-5,6,81,245,9,5,78
1525,Animals,Maroon 5,pop,2014,2024‑02‑01,190,74,-6,59,33,231,0,9,84
1526,Daylight,Maroon 5,pop,2012,2024‑02‑01,120,67,-6,20,35,225,0,3,46
1527,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,pop,2021,2024‑02‑01,99,68,-5,15,72,227,4,3,80
1528,She Will Be Loved - Radio Mix,Maroon 5,pop,2002,2024‑02‑01,102,66,-6,10,47,259,23,3,84
1529,Sugar,Maroon 5,pop,2014,2024‑02‑01,120,79,-7,9,88,235,6,3,84
1530,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,pop,2010,2024‑02‑01,128,76,-4,32,62,201,1,5,71
1531,One More Night,Maroon 5,pop,2012,2024‑02‑01,93,82,-3,8,61,219,4,3,53
1532,Payphone,Maroon 5,pop,2012,2024‑02‑01,110,76,-5,37,52,231,1,4,56
1533,Maps,Maroon 5,pop,2014,2024‑02‑01,120,71,-6,6,88,190,2,3,88
1534,Memories,Maroon 5,pop,2021,2024‑02‑01,91,33,-7,8,60,189,84,6,87
1535,This Love,Maroon 5,pop,2002,2024‑02‑01,95,86,-5,9,81,206,5,4,86
